Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
dna_aliq_2_bl_as_thw,dna_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
ratio_od_dna2_bl_as,dna_post_shipping_storage,,text,OD260/OD280,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][ratio_od_dna2]'
dna_quant_g_aliq2_bl_as,dna_post_shipping_storage,,text,DNA quantification,,ng/microliter,,,,,,,,,,,@DEFAULT='[baseline_arm_1][dna_quant_g_aliq2]'
vol_dna_shpaliq2_bl_as,dna_post_shipping_storage,,text,Volume Shipped(in microliters),, Enter '0' if sample is not shipped.,number,,,,,,,,,,@DEFAULT ='0'
vol_dna_aliq_2_bl_as,dna_post_shipping_storage,,text,Volume(in microliters),,,,,,,,y,,,,,
fzr_loc_dna_aliq2_bl_as,dna_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_loc_dna_aliq2]'
fzr_num_dna_aliq2_bl_as,dna_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_num_dna_aliq2]'
box_dna_aliq2_bl_as,dna_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][box_dna_aliq2]'
row_dna_aliq2_bl_as,dna_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][row_dna_aliq2]'
column_dna_aliq2_bl_as,dna_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][column_dna_aliq2]'
dna_aliq_3_bl_as,dna_post_shipping_storage,DNA - Aliquot 3,text,DNA Aliquot ID 3,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][dna_aliq_3]'
dna_aliq_3_bl_as_thw,dna_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
ratio_od_dna3_bl_as,dna_post_shipping_storage,,text,OD260/OD280,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][ratio_od_dna3]'
dna_quant_g_aliq3_bl_as,dna_post_shipping_storage,,text,DNA quantification,,ng/microliter,,,,,,,,,,,@DEFAULT='[baseline_arm_1][dna_quant_g_aliq3]'
vol_dna_shpaliq3_bl_as,dna_post_shipping_storage,,text,Volume Shipped(in microliters),, Enter '0' if sample is not shipped.,number,,,,,,,,,,@DEFAULT ='0'
vol_dna_aliq_3_bl_as,dna_post_shipping_storage,,text,Volume(in microliters),,,,,,,,y,,,,,
fzr_loc_dna_aliq3_bl_as,dna_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_loc_dna_aliq3]'
fzr_num_dna_aliq3_bl_as,dna_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_num_dna_aliq3]'
box_dna_aliq3_bl_as,dna_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][box_dna_aliq3]'
row_dna_aliq3_bl_as,dna_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][row_dna_aliq3]'
column_dna_aliq3_bl_as,dna_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][column_dna_aliq3]'
dna_aliq_4_bl_as,dna_post_shipping_storage,DNA - Aliquot 4,text,DNA Aliquot ID 4,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][dna_aliq_4]'
dna_aliq_4_bl_as_thw,dna_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
ratio_od_dna4_bl_as,dna_post_shipping_storage,,text,OD260/OD280,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][ratio_od_dna4]'
dna_quant_g_aliq4_bl_as,dna_post_shipping_storage,,text,DNA quantification,,ng/microliter,,,,,,,,,,,@DEFAULT='[baseline_arm_1][dna_quant_g_aliq4]'
vol_dna_shpaliq4_bl_as,dna_post_shipping_storage,,text,Volume Shipped(in microliters),, Enter '0' if sample is not shipped.,number,,,,,,,,,,@DEFAULT ='0'
vol_dna_aliq_4_bl_as,dna_post_shipping_storage,,text,Volume (in microliters),,,,,,,,y,,,,,
fzr_loc_dna_aliq4_bl_as,dna_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_loc_dna_aliq4]'
fzr_num_dna_aliq4_bl_as,dna_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_num_dna_aliq4]'
box_dna_aliq4_bl_as,dna_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][box_dna_aliq4]'
row_dna_aliq4_bl_as,dna_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][row_dna_aliq4]'
column_dna_aliq4_bl_as,dna_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][column_dna_aliq4]'
dna_aliq_5_bl_as,dna_post_shipping_storage,DNA - Aliquot 5,text,DNA Aliquot ID 5,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][dna_aliq_5]'
dna_aliq_5_bl_as_thw,dna_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
ratio_od_dna5_bl_as,dna_post_shipping_storage,,text,OD260/OD280,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][ratio_od_dna5]'
dna_quant_g_aliq5_bl_as,dna_post_shipping_storage,,text,DNA quantification,,ng/microliter,,,,,,,,,,,@DEFAULT='[baseline_arm_1][dna_quant_g_aliq5]'
vol_dna_shpaliq5_bl_as,dna_post_shipping_storage,,text,Volume Shipped(in microliters),, Enter '0' if sample is not shipped.,number,,,,,,,,,,@DEFAULT ='0'
vol_dna_aliq_5_bl_as,dna_post_shipping_storage,,text,Volume (in microliters),,,,,,,,y,,,,,
fzr_loc_dna_aliq5_bl_as,dna_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_loc_dna_aliq5]'
fzr_num_dna_aliq5_bl_as,dna_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_num_dna_aliq5]'
box_dna_aliq5_bl_as,dna_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][box_dna_aliq5]'
row_dna_aliq5_bl_as,dna_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][row_dna_aliq5]'
column_dna_aliq5_bl_as,dna_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][column_dna_aliq5]'
dna_aliq_1_v2_as,dna_post_shipping_storage,"Visit 2DNADNA - Aliquot 1",text,DNA Aliquot ID 1,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][dna_aliq_1]'
dna_aliq_1_v2_as_thw,dna_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
ratio_od_dna1_v2_as,dna_post_shipping_storage,,text,OD260/OD280,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][ratio_od_dna1]'
dna_quant_g_aliq1_v2_as,dna_post_shipping_storage,,text,DNA quantification,,ng/microliter,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][dna_quant_g_aliq1]'
vol_dna_shpaliq1_v2_as,dna_post_shipping_storage,,text,Volume Shipped(in microliters),, Enter '0' if sample is not shipped.,number,,,,,,,,,,@DEFAULT ='0'
vol_dna_aliq_1_v2_as,dna_post_shipping_storage,,text,Volume(in microliters),,,,,,,,y,,,,,
fzr_loc_dna_aliq1_v2_as,dna_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_loc_dna_aliq1]'
fzr_num_dna_aliq1_v2_as,dna_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_num_dna_aliq1]'
box_dna_aliq1_v2_as,dna_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][box_dna_aliq1]'
row_dna_aliq1_v2_as,dna_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][row_dna_aliq1]'
column_dna_aliq1_v2_as,dna_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][column_dna_aliq1]'
dna_aliq_2_v2_as,dna_post_shipping_storage,DNA - Aliquot 2,text,DNA Aliquot ID 2,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][dna_aliq_2]'
dna_aliq_2_v2_as_thw,dna_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
ratio_od_dna2_v2_as,dna_post_shipping_storage,,text,OD260/OD280,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][ratio_od_dna2]'
dna_quant_g_aliq2_v2_as,dna_post_shipping_storage,,text,DNA quantification,,ng/microliter,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][dna_quant_g_aliq2]'
vol_dna_shpaliq2_v2_as,dna_post_shipping_storage,,text,Volume Shipped(in microliters),, Enter '0' if sample is not shipped.,number,,,,,,,,,,@DEFAULT ='0'
vol_dna_aliq_2_v2_as,dna_post_shipping_storage,,text,Volume(in microliters),,,,,,,,y,,,,,
fzr_loc_dna_aliq2_v2_as,dna_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_loc_dna_aliq2]'
fzr_num_dna_aliq2_v2_as,dna_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_num_dna_aliq2]'
box_dna_aliq2_v2_as,dna_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][box_dna_aliq2]'
row_dna_aliq2_v2_as,dna_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][row_dna_aliq2]'
column_dna_aliq2_v2_as,dna_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][column_dna_aliq2]'
dna_aliq_3_v2_as,dna_post_shipping_storage,DNA - Aliquot 3,text,DNA Aliquot ID 3,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][dna_aliq_3]'
dna_aliq_3_v2_as_thw,dna_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
ratio_od_dna3_v2_as,dna_post_shipping_storage,,text,OD260/OD280,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][ratio_od_dna3]'
dna_quant_g_aliq3_v2_as,dna_post_shipping_storage,,text,DNA quantification,,ng/microliter,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][dna_quant_g_aliq3]'
vol_dna_shpaliq3_v2_as,dna_post_shipping_storage,,text,Volume Shipped(in microliters),, Enter '0' if sample is not shipped.,number,,,,,,,,,,@DEFAULT ='0'
vol_dna_aliq_3_v2_as,dna_post_shipping_storage,,text,Volume(in microliters),,,,,,,,y,,,,,
fzr_loc_dna_aliq3_v2_as,dna_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_loc_dna_aliq3]'
fzr_num_dna_aliq3_v2_as,dna_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_num_dna_aliq3]'
box_dna_aliq3_v2_as,dna_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][box_dna_aliq3]'
row_dna_aliq3_v2_as,dna_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][row_dna_aliq3]'
column_dna_aliq3_v2_as,dna_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][column_dna_aliq3]'
dna_aliq_4_v2_as,dna_post_shipping_storage,DNA - Aliquot 4,text,DNA Aliquot ID 4,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][dna_aliq_4]'
dna_aliq_4_v2_as_thw,dna_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
ratio_od_dna4_v2_as,dna_post_shipping_storage,,text,OD260/OD280,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][ratio_od_dna4]'
dna_quant_g_aliq4_v2_as,dna_post_shipping_storage,,text,DNA quantification,,ng/microliter,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][dna_quant_g_aliq4]'
vol_dna_shpaliq4_v2_as,dna_post_shipping_storage,,text,Volume Shipped(in microliters),, Enter '0' if sample is not shipped.,number,,,,,,,,,,@DEFAULT ='0'
vol_dna_aliq_4_v2_as,dna_post_shipping_storage,,text,Volume (in microliters),,,,,,,,y,,,,,
fzr_loc_dna_aliq4_v2_as,dna_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_loc_dna_aliq4]'
fzr_num_dna_aliq4_v2_as,dna_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_num_dna_aliq4]'
box_dna_aliq4_v2_as,dna_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][box_dna_aliq4]'
row_dna_aliq4_v2_as,dna_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][row_dna_aliq4]'
column_dna_aliq4_v2_as,dna_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][column_dna_aliq4]'
dna_aliq_5_v2_as,dna_post_shipping_storage,DNA - Aliquot 5,text,DNA Aliquot ID 5,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][dna_aliq_5]'
dna_aliq_5_v2_as_thw,dna_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
ratio_od_dna5_v2_as,dna_post_shipping_storage,,text,OD260/OD280,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][ratio_od_dna5]'
dna_quant_g_aliq5_v2_as,dna_post_shipping_storage,,text,DNA quantification,,ng/microliter,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][dna_quant_g_aliq5]'
vol_dna_shpaliq5_v2_as,dna_post_shipping_storage,,text,Volume Shipped(in microliters),, Enter '0' if sample is not shipped.,number,,,,,,,,,,@DEFAULT='0'
vol_dna_aliq_5_v2_as,dna_post_shipping_storage,,text,Volume (in microliters),,,,,,,,y,,,,,
fzr_loc_dna_aliq5_v2_as,dna_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_loc_dna_aliq5]'
fzr_num_dna_aliq5_v2_as,dna_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_num_dna_aliq5]'
box_dna_aliq5_v2_as,dna_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][box_dna_aliq5]'
row_dna_aliq5_v2_as,dna_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][row_dna_aliq5]'
column_dna_aliq5_v2_as,dna_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][column_dna_aliq5]'
dna_rem_vial_tot_bl_as,dna_post_shipping_storage,DNA - Final Volume after processing,calc,Total Number of DNA Aliquots (Baseline),"sum(if([vol_dna_aliq_1_bl_as]>0,1,0),if([vol_dna_aliq_2_bl_as]>0,1,0), if([vol_dna_aliq_3_bl_as]>0,1,0), if([vol_dna_aliq_4_bl_as]>0,1,0), if([vol_dna_aliq_5_bl_as]>0,1,0))",,,,,,,,,,,,
tot_vol_dna_aliq_bl_as,dna_post_shipping_storage,,calc,Total Volume of DNA aliquots (Baseline),"rounddown(sum([vol_dna_aliq_1_bl_as],[vol_dna_aliq_2_bl_as],[vol_dna_aliq_3_bl_as],[vol_dna_aliq_4_bl_as],[vol_dna_aliq_5_bl_as]),2)",microliters,,,,,,,,,,,
dna_rem_vial_tot_v2_as,dna_post_shipping_storage,,calc,Total Number of DNA Aliquots (Visit 2),"sum(if([vol_dna_aliq_1_v2_as]>0,1,0),if([vol_dna_aliq_2_v2_as]>0,1,0), if([vol_dna_aliq_3_v2_as]>0,1,0), if([vol_dna_aliq_4_v2_as]>0,1,0), if([vol_dna_aliq_5_v2_as]>0,1,0))",,,,,,,,,,,,
tot_vol_dna_aliq_v2_as,dna_post_shipping_storage,,calc,Total Volume of DNA aliquots (Visit 2),"rounddown(sum([vol_dna_aliq_1_v2_as],[vol_dna_aliq_2_v2_as],[vol_dna_aliq_3_v2_as],[vol_dna_aliq_4_v2_as],[vol_dna_aliq_5_v2_as]),2)",microliters,,,,,,,,,,,
dna_date_entered,dna_post_shipping_storage,,text,Date Entered,,,date_ymd,,,,,,,,,,
pbmc_aliq_1_bl_as,pbmc_post_shipping_storage,"Baseline - PBMCPBMC - Aliquot 1",text,PBMC Aliquot ID 1,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][pbmc_aliq_1]'
pbmc_aliq_1_bl_as_thw,pbmc_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
vol_pbmc_aliq_1_bl_as,pbmc_post_shipping_storage,,text,Volume (in ml),,,,,,,,y,,,,,@DEFAULT='[baseline_arm_1][vol_pbmc_aliq_1]'
fzr_loc_pbmc_aliq1_bl_as,pbmc_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_loc_pbmc_aliq1]'
fzr_num_pbmc_aliq1_bl_as,pbmc_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_num_pbmc_aliq1]'
box_pbmc_aliq1_bl_as,pbmc_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][box_pbmc_aliq1]'
row_pbmc_aliq1_bl_as,pbmc_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][row_pbmc_aliq1]'
column_pbmc_aliq1_bl_as,pbmc_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][column_pbmc_aliq1]'
pbmc_aliq_2_bl_as,pbmc_post_shipping_storage,PBMC - Aliquot 2,text,PBMC Aliquot ID 2,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][pbmc_aliq_2]'
pbmc_aliq_2_bl_as_thw,pbmc_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
vol_pbmc_aliq_2_bl_as,pbmc_post_shipping_storage,,text,Volume (in ml),,,,,,,,y,,,,,@DEFAULT='[baseline_arm_1][vol_pbmc_aliq_2]'
fzr_loc_pbmc_aliq2_bl_as,pbmc_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_loc_pbmc_aliq2]'
fzr_num_pbmc_aliq2_bl_as,pbmc_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_num_pbmc_aliq2]'
box_pbmc_aliq2_bl_as,pbmc_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][box_pbmc_aliq2]'
row_pbmc_aliq2_bl_as,pbmc_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][row_pbmc_aliq2]'
column_pbmc_aliq2_bl_as,pbmc_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][column_pbmc_aliq2]'
pbmc_aliq_3_bl_as,pbmc_post_shipping_storage,PBMC - Aliquot 3,text,PBMC Aliquot ID 3,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][pbmc_aliq_3]'
pbmc_aliq_3_bl_as_thw,pbmc_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
vol_pbmc_aliq_3_bl_as,pbmc_post_shipping_storage,,text,Volume (in ml),,,,,,,,y,,,,,@DEFAULT='[baseline_arm_1][vol_pbmc_aliq_3]'
fzr_loc_pbmc_aliq3_bl_as,pbmc_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_loc_pbmc_aliq3]'
fzr_num_pbmc_aliq3_bl_as,pbmc_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_num_pbmc_aliq3]'
box_pbmc_aliq3_bl_as,pbmc_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][box_pbmc_aliq3]'
row_pbmc_aliq3_bl_as,pbmc_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][row_pbmc_aliq3]'
column_pbmc_aliq3_bl_as,pbmc_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][column_pbmc_aliq3]'
pbmc_aliq_4_bl_as,pbmc_post_shipping_storage,PBMC - Aliquot 4,text,PBMC Aliquot ID 4,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][pbmc_aliq_4]'
pbmc_aliq_4_bl_as_thw,pbmc_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
vol_pbmc_aliq_4_bl_as,pbmc_post_shipping_storage,,text,Volume (in ml),,,,,,,,y,,,,,@DEFAULT='[baseline_arm_1][vol_pbmc_aliq_4]'
fzr_loc_pbmc_aliq4_bl_as,pbmc_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_loc_pbmc_aliq4]'
fzr_num_pbmc_aliq4_bl_as,pbmc_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_num_pbmc_aliq4]'
box_pbmc_aliq4_bl_as,pbmc_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][box_pbmc_aliq4]'
row_pbmc_aliq4_bl_as,pbmc_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][row_pbmc_aliq4]'
column_pbmc_aliq4_bl_as,pbmc_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][column_pbmc_aliq4]'
pbmc_aliq_1_v2_as,pbmc_post_shipping_storage,"Visit 2 - PBMCPBMC - Aliquot 1",text,PBMC Aliquot ID 1,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][pbmc_aliq_1]'
pbmc_aliq_1_v2_as_thw,pbmc_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
vol_pbmc_aliq_1_v2_as,pbmc_post_shipping_storage,,text,Volume (in ml),,,,,,,,y,,,,,@DEFAULT='[visit_2_arm_1][vol_pbmc_aliq_1]'
fzr_loc_pbmc_aliq1_v2_as,pbmc_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_loc_pbmc_aliq1]'
fzr_num_pbmc_aliq1_v2_as,pbmc_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_num_pbmc_aliq1]'
box_pbmc_aliq1_v2_as,pbmc_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][box_pbmc_aliq1]'
row_pbmc_aliq1_v2_as,pbmc_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][row_pbmc_aliq1]'
column_pbmc_aliq1_v2_as,pbmc_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][column_pbmc_aliq1]'
pbmc_aliq_2_v2_as,pbmc_post_shipping_storage,PBMC - Aliquot 2,text,PBMC Aliquot ID 2,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][pbmc_aliq_2]'
pbmc_aliq_2_v2_as_thw,pbmc_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
vol_pbmc_aliq_2_v2_as,pbmc_post_shipping_storage,,text,Volume (in ml),,,,,,,,y,,,,,@DEFAULT='[visit_2_arm_1][vol_pbmc_aliq_2]'
fzr_loc_pbmc_aliq2_v2_as,pbmc_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_loc_pbmc_aliq2]'
fzr_num_pbmc_aliq2_v2_as,pbmc_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_num_pbmc_aliq2]'
box_pbmc_aliq2_v2_as,pbmc_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][box_pbmc_aliq2]'
row_pbmc_aliq2_v2_as,pbmc_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][row_pbmc_aliq2]'
column_pbmc_aliq2_v2_as,pbmc_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][column_pbmc_aliq2]'
pbmc_aliq_3_v2_as,pbmc_post_shipping_storage,PBMC - Aliquot 3,text,PBMC Aliquot ID 3,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][pbmc_aliq_3]'
pbmc_aliq_3_v2_as_thw,pbmc_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
vol_pbmc_aliq_3_v2_as,pbmc_post_shipping_storage,,text,Volume (in ml),,,,,,,,y,,,,,@DEFAULT='[visit_2_arm_1][vol_pbmc_aliq_3]'
fzr_loc_pbmc_aliq3_v2_as,pbmc_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_loc_pbmc_aliq3]'
fzr_num_pbmc_aliq3_v2_as,pbmc_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_num_pbmc_aliq3]'
box_pbmc_aliq3_v2_as,pbmc_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][box_pbmc_aliq3]'
row_pbmc_aliq3_v2_as,pbmc_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][row_pbmc_aliq3]'
column_pbmc_aliq3_v2_as,pbmc_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][column_pbmc_aliq3]'
pbmc_aliq_4_v2_as,pbmc_post_shipping_storage,PBMC - Aliquot 4,text,PBMC Aliquot ID 4,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][pbmc_aliq_4]'
pbmc_aliq_4_v2_as_thw,pbmc_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
